Unnamed: 0,brand,title,image_link,num_colors,colors,dimensions,capacity,laptop,carry on,weight,price,tags,desc
191,Chrome Industries,Valencia Totepack,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-387_SG_3.jpg?v=1717688171,2,"['Sage', 'Black']",,,,0,0,90.0,"['Activity: travel', 'Activity: work & commute', 'Family: District', 'Feature: water bottle pocket']","Carry it your way, wherever life takes you. Whether it’s a tote for the office or a backpack for the airport, adapt effortlessly from work to play. Guaranteed for life."
192,Chrome Industries,Sodo Sling,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-387_BK_1_1.jpg?v=1722289133,4,"['Black', 'Sandstone', 'Royale', 'Sage']",,3 L,,0,0,55.0,"['Activity: travel', 'Family: District']","One-of-a-kind 3L lightweight sling with pockets where you need them. Phone pocket, wallet pocket, and a bonus pocket for bonus goods. Guaranteed for life."
193,Chrome Industries,Sabin 6L Sling,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-385_SDST_1.jpg?v=1722286829,4,"['Sandstone', 'Black', 'Royale', 'Sage']",,6 L,,0,0,60.0,"['Activity: travel', 'Family: District']","Transition seamlessly from the daily hustle to the evening shuffle with this 6L lightweight, recycled nylon sling. Guaranteed for life."
194,Chrome Industries,Sabin 3L Sling,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-386_ROYL_1.jpg?v=1722289256,4,"['Royale', 'Sandstone', 'Black', 'Sage']",,,,0,0,50.0,"['Activity: festivals', 'Activity: travel', 'Family: District']","Transition seamlessly from the daily hustle to the evening shuffle with this lightweight, recycled nylon sling. Guaranteed for life."
195,Chrome Industries,Logan Pouch,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-387_SG_1.jpg?v=1722288372,2,"['Sage', 'Black']",,,,0,0,35.0,"['Activity: everyday carry', 'Activity: festivals', 'Activity: travel', 'Family: District']","Keep your pockets light. Simple, sleek pouch with removable strap for just the little things. Guaranteed for life."
196,Chrome Industries,Highline 20L Backpack,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/HIGHLINE_20L_ROYALE_3Q_3240.jpg?v=1722290951,4,"['Royale', 'Sandstone', 'Black', 'Sage']",,,,0,0,92.0,"['Activity: exercise & gym', 'Activity: travel', 'Activity: weekend getaway', 'Activity: work & commute', 'Feature: water bottle pocket']","Look good, feel good with the Highline Pack. Perfectly organized and wildly comfortable plush knit shoulder straps for all day wear. Guaranteed for life."
197,Chrome Industries,Camden 16L Backpack,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/CAMDEN_18L_BLACK_3Q_3557_1.jpg?v=1721238398,4,"['Black', 'Sage', 'Sandstone', 'Royale']",,,,0,0,80.0,"['Activity: exercise & gym', 'Activity: travel', 'Activity: weekend getaway', 'Activity: work & commute', 'Family: District']",Thoughtfully designed with plush knit shoulder straps for comfortable travel across town or across the world. Guaranteed for life.
198,Chrome Industries,Holman Pannier,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/HOLMAN_PANNIER_BLACK_3Q_1_1.jpg?v=1707518742,2,"['Black', 'Castle Rock']",,15 L,,0,0,85.0,"['Activity: bike bag', 'Activity: work & commute', 'Family: Holman']","Take the load off your back, let your bike do the work. The new weather resistant Holman 15L Pannier is perfect for commuting to work, school, or a trip to the grocery store. With a padded tech sleeve and universal mounting hardware, we’ve made it easy to get organized so all you have to do is ride on. Guaranteed for life."
199,Chrome Industries,Corbet 24L Pack,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-370-CAST_1.jpg?v=1717248633,3,"['Castlerock Twill', 'Black', 'Royale']",,24 L,,0,0,108.0,"['Activity: travel', 'Activity: work & commute', 'Feature: water bottle pocket']",Classic new 24L backpack with T-Lok adjustable straps and a flap-top entry for quick access to your gear - all of which mean more time for the good stuff the day has to bring. Guaranteed for life.
200,Chrome Industries,Urban Ex Backpack 30L,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-375-FG_1.jpg?v=1722291166,2,"['Fog', 'Black']",,30 L,"00""",0,0,132.0,"['Activity: travel', 'Activity: work & commute', 'Family: Urban Ex', 'Feature: rolltop']","Freshly updated Urban Ex 30L design now sports a 100% interior-welded waterproof construction with a built-in laptop sleeve. Light enough to carry anywhere, tough enough to use everywhere. Guaranteed for life."
201,Chrome Industries,Urban Ex Backpack 20L,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-374-FG_1.jpg?v=1722291092,2,"['Fog', 'Black']",,20 L,"00""",0,0,120.0,"['Activity: travel', 'Activity: work & commute', 'Family: Urban Ex', 'Feature: rolltop']","Freshly updated Urban Ex 20L design now sports a 100% interior-welded waterproof construction with a built-in laptop sleeve. Light enough to carry anywhere, tough enough to use everywhere."
202,Chrome Industries,Hondo 18L Pack,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/HONDO_18L_CASTLEROCK_3Q_1_1.jpg?v=1722373739,3,"['Castlerock Twill', 'Black', 'Royale']",,18 L,,0,0,96.0,"['Activity: travel', 'Activity: work & commute', 'Feature: water bottle pocket']",The perfect blend of sleek design and added organization makes the daily grind a daily groove. Updated iconic styling and just the right amount of organization make the 18L Hondo an instant classic. 
203,Chrome Industries,Hawes 26L Pack,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1-BG-371-BK.jpg?v=1722373427,3,"['Black', 'Castlerock Twill', 'Royale']",,26 L,,0,0,120.0,"['Activity: travel', 'Activity: work & commute', 'Feature: water bottle pocket']","Whether you’re traveling to work or a weekend getaway, keep your gear organized and your snacks at the ready. With adjustable T-Lok straps, the Hawes 26L is next level. Guaranteed for life."
204,Chrome Industries,Mini Tensile Sling,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-373-REDX_1.jpg?v=1721069592,5,"['Red X', 'Amber X', 'Grey X', 'Radiant Grid', 'Black X']",,2 L,"2""",0,0,45.0,"['Activity: festivals', 'Activity: travel', 'Collection: Pride', 'Family: Tensile']","Carry light, move fast. At 2 liters, the new Mini Tensile Sling is our smallest cross-body (or hip pack), built ready for big adventures. Guaranteed for life."
205,Chrome Industries,Kadet Max Slide,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-362_BXRF_1.jpg?v=1722289304,4,"['Black XRF', 'Red X', 'Black', 'Castlerock Twill']",,15 L,"2""",0,0,115.0,"['Activity: travel', 'Activity: work & commute', 'Family: Kadet', 'Feature: left or right carry', 'Feature: swappable buckle LG']","The Kadet Max Slide, a 15L cross-body that's the perfect goldilocks size laptop bag for your daily commute essentials. We've set this bag up with a lightweight slide which can be swapped for other colors in the LG 2"" size sliders or spice it up with a fun LG 2"" seatbelt buckle. Choices. Guaranteed for life."
206,Chrome Industries,Warsaw 2.0 Backpack 55L,https://cdn.shopify.com/s/files/1/0567/0767/8268/products/1_BG-161_BK.jpg?v=1675377240,1,['Black'],,55 L,"10""",0,0,250.0,"['Activity: courier', 'Activity: travel', 'Activity: work & commute', 'Family: Warsaw']","Our 55L extra-large, professional backpack. Street-tested for over 10 years by professional messengers around the world. Guaranteed for life."
207,Chrome Industries,Tensile Slide Sling,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-363-GRYX_1_Chrome_1.jpg?v=1722288982,3,"['Grey X', 'Black X', 'Amber X']",,7 L,"1.5""",0,0,85.0,"['Activity: travel', 'Family: Tensile', 'Feature: swappable buckle MD']","The Tensile Slide Sling in 7L mirrors our popular Tensile Sling in every aspect except the adjuster. This style offers a lightweight slide buckle which can be swapped for other MD 1.5"" slide buckles or add a MD seatbelt style buckle to really spice it up. Guaranteed for life."
208,Chrome Industries,Kadet Slide Sling,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/KADET_SLIDE_BLACK_3Q_1.jpg?v=1720654992,6,"['Black', 'Red X', 'Black XRF', 'Castlerock Twill', 'Amber Heatmap', 'Royale']",,,"2""",0,0,85.0,"['Activity: travel', 'Activity: work & commute', 'Family: Kadet', 'Feature: swappable buckle LG']","It's a messenger. It's a sling. It's a water-resistant tool belt for comfortably moving around the stuff you need in style. The Kadet Slide Sling mirrors our popular Kadet Sling in every aspect except the closure. This style offers a lightweight slide which can be swapped for other LG (2"") slide closures or add a seatbelt buckle to really spice it up. Choices. Guaranteed for life."
209,Chrome Industries,Citizen LTD,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/3_BG-002-BLKX_1.jpg?v=1700074025,1,['Black X'],,24 L,"2""",0,0,100.99,"['Activity: courier', 'Activity: work & commute', 'Feature: swappable buckle LG']","The 24L Citizen LTD comes with a lightweight slider that's swappable. You heard us right! You can amplify this bag by adding a LG 2"" size buckle. With new buckle style and color options, switch slider to seatbelt, or color-swap sliders to buckle-up your way. Guaranteed for life."
210,Chrome Industries,Tensile Sling Bag,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-359_ABRX.jpg?v=1722287190,5,"['Amber X', 'Red X', 'Grey X', 'Black X', 'Radiant Grid']",,7 L,"5""",0,0,110.0,"['Activity: travel', 'Collection: Pride', 'Family: Tensile', 'Feature: swappable buckle MD']","This 7L sling is all about structure and strength. Our signature 5 Bar webbing for continuous reinforcement along with swappable buckle technology with MD (1.5"") buckles makes the Tensile Sling a great choice to keep your daily essentials within reach. Guaranteed for life."
211,Chrome Industries,Bravo 4.0 Pack 24L,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-352_BLKX.jpg?v=1722291031,3,"['Black X', 'Red X', 'Amber X']",,24 L,,0,0,144.0,"['Activity: work & commute', 'Feature: rolltop', 'Feature: water bottle pocket']","The Bravo 24L-35L is next level. A versatile rolltop, equipped with extra tech organization and external storage. You never knew a backpack could be this good. Guaranteed for life."
212,Chrome Industries,Kadet Max,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-351-SG_1.jpg?v=1720647902,7,"['Sage', 'Sandstone', 'Black', 'Black XRF', 'Red X', 'Castlerock Twill', 'Radiant Grid']",,15 L,,0,0,140.0,"['Activity: travel', 'Activity: work & commute', 'Family: Kadet', 'Feature: left or right carry', 'Feature: swappable buckle LG']","Smaller than a messenger, bigger than a sling - the Kadet Max 15L cross-body is that perfect goldilocks size laptop bag for your daily commute essentials. This bag comes with our iconic seatbelt buckle closure, make it your own style with a swappable buckle option.  Guaranteed for life."
213,Chrome Industries,Doubletrack Feed Bag,https://cdn.shopify.com/s/files/1/0567/0767/8268/products/1_BG-327-BK.jpg?v=1722376607,2,"['Black', 'Fog']",,1.5 L,"1""",0,0,13.97,"['Activity: bike bag', 'Family: Doubletrack']","Quick access 1.5L pouch for your bike bars or your belt. Keep water bottle, snacks, or your phone in arms reach and out of your pockets. Your bike needs this feed bag."
214,Chrome Industries,Buran III Messenger,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-323_BXRF.jpg?v=1712058860,2,"['Black XRF', 'Black']",,,,0,0,101.99,"['Activity: work & commute', 'Feature: left or right carry', 'Feature: swappable buckle LG']","Our badass tech messenger with heritage DNA, complete with a left or right shoulder carry option, and lots of organization and access. The Buran III allows you to truly work from anywhere. Guaranteed for life.  Not compatible with swappable hardware."
215,Chrome Industries,Mini Kadet Sling,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-321-SDST_1_9161d762-286d-4195-9250-5a72a14b7a90.jpg?v=1720727432,8,"['Sandstone', 'Sage', 'Radiant Grid', 'Black', 'Royale', 'Red X', 'Black XRF', 'Black / ALC Black']",,5 L,,0,0,80.0,"['Activity: travel', 'Collection: Pride', 'Family: Kadet', 'Feature: swappable buckle MD']","The 5L Mini Kadet is a comfortable, easy to carry, hands-free crossbody sling; built to keep you moving with your everyday essentials. Guaranteed for life."
216,Chrome Industries,Ziptop Waistpack,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-288-SDST_1.jpg?v=1720648282,4,"['Sandstone', 'Black', 'Royale', 'Black / ALC Green']",,3 L,,0,0,50.0,"['Activity: festivals', 'Activity: travel']","Super useful on-the-go 3L waistpack, aka fanny pack, which doubles as a sling for your phone, keys, wallet and more. Get where you're going in crazy style. Guaranteed for life."
217,Chrome Industries,Barrage Pro 80L Pack,https://cdn.shopify.com/s/files/1/0567/0767/8268/products/1_BG-180-BKRD.jpg?v=1675369907,1,['Black/Red'],,80 L,,0,0,300.0,"['Activity: courier', 'Family: Barrage', 'Feature: rolltop', 'Feature: water bottle pocket']","Need to haul a ton of gear? The Barrage Pro Backpack 80L is the perfect workhorse for the job. Designed with function in mind, this water-resistant rolltop backpack with waterproof liner can carry it all."
218,Chrome Industries,Kadet Sling,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-196-SG_1.jpg?v=1720647329,10,"['Sage', 'Sandstone', 'Radiant Grid', 'Black', 'Red X', 'Black XRF', 'Royale', 'Lucas Beaufort', 'Amber Heatmap', 'Black / ALC Green']",,,,0,0,100.0,"['Activity: travel', 'Activity: work & commute', 'Collection: Pride', 'Family: Kadet']",It's a messenger. It's a sling. It's a water-resistant tool belt for comfortably moving around the stuff you need in style. Guaranteed for life.
219,Chrome Industries,Berlin Messenger,https://cdn.shopify.com/s/files/1/0567/0767/8268/products/1_BG-113-BKBK.jpg?v=1675371157,1,['Black/Black'],,47 L,,0,0,250.0,"['Activity: courier', 'Activity: travel']","Born in the streets, tested by professional messengers around the world, the Berlin Messenger 47L is known as the most epic gear bag out there. Guaranteed for life."
220,Chrome Industries,Mini Metro Messenger,https://cdn.shopify.com/s/files/1/0567/0767/8268/files/1_BG-001_BXRF.jpg?v=1722382087,7,"['Black XRF', 'Amber Tritone', 'Royale', 'Castlerock Twill', 'All Black', 'Night', 'Navy Tritone']",,20.5 L,"20""",0,0,74.99,"['Activity: courier', 'Activity: work & commute']","A small-scale version of our original, iconic messenger bag. Water-resistant and durable, the Mini Metro 20.5L Messenger is ready to carry your gear comfortably through your day. Guaranteed for life."
221,Chrome Industries,Citizen Messenger,https://cdn.shopify.com/s/files/1/0567/0767/8268/products/citizen_black_1.jpg?v=1717251914,4,"['Black XRF', 'All Black', 'Castlerock Twill', 'Red X']",,24 L,"95""",0,0,89.99,"['Activity: courier', 'Activity: work & commute']",The Citizen Messenger is our water-resistant 24L medium sized messenger with quick-release seatbelt buckle. Original. Iconic. Street tested by professionals since 1995. Guaranteed for life.
222,Doughtnut Products,Absorb Ocean Power Series Pacific Blue Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D334OW-000183-F_front_highres.png?v=1692851843,1,['Pacific Blue'],,25 L,"60""",0,0,135.0,"['Absorb', 'All', 'Backpack', 'DN Black', 'DN Black Backpack', 'Ocean Power Series', 'Simple']","
Product description

DN Black Ocean Power Series – Sustainable Ocean To raise awareness of pollution in the marine environment, Doughnut launches the DN Black Ocean Power Series and invites you to join our ocean conservation journey. Pollution of the world’s oceans is a growing and pervasive problem, and that is especially true of the increasing volume of marine litter. The new DN Black series comes in a stylish colorway of pacific blue and blue camouflage. 60% of materials are recycled fabrics, NylonPlus and recycled lining. Let you transition from work to travel without stuffing it to the gills. Absorb has a large capacity to organise your daily esstentials. It could integrate with Spirit for additional storage.

The details""



420D Cordura Nylon
420D Nylonplus® Recycled Ocean Waste Nylon
Recycled Polyester Lining W/ Doughnut Camo Pattern
Durable
Water Repellent
Safe And Easy Access (Sea)
Drawstring Closure
Water Bottle Compartment
Separate Zippered Compartment Fits Up To 15-Inch Laptop/Tablet
Padded Tablet Compartment
Internal Multi-Function Slots
Can Be Inserted To Luggage Trolley




Specifications



W 42CM(WITH SIDE PKT) / W 31CM X D 15.5CM X H 50CM
25L
1.085kg



Shipping + returns


The rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.


"
223,Doughtnut Products,Valor Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D375-000171-F_front_highres.png?v=1692859293,5,"['White', 'Purple Pansy', 'Blood Orange', 'Dark Teal', 'Black']",,16.5 L,"14""",0,0,80.0,"['All', 'Backpack', 'GAMES', 'Gamescape Series', 'Valor']","
Product description
The details""
100X200D Nylonplus® Recycled Ocean Waste Nylon
840D Ripstop Nylon
Recycled Polyester Lining W/ Doughnut Pattern
Water Repellent
Drawstring Closure
Side Zipper For Easy Access To The Main Compartment
Water Bottle Compartment
Up To 14-Inch Laptop Compartment
Internal Multi-Function Slots
Doughnut Multi Function S-Biner : Screwdriver / Bottle Opener 
Adjustable Shoulder Straps
Reflective Trimming
Acrylic Doughnut Charm Included
White Version : Sheer Fabric Over The Understated Graphic
Compatible With D373 ""Teleport"" As Internal Compartments

Specifications
27cm W x 15.5cm D x 40cm H
16.5L
0.51kg

Shipping + returnsThe rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.
"
224,Doughtnut Products,Paratrooper Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D374-000161-F_front_highres.png?v=1692857521,4,"['White', 'Blood Orange', 'Dark Teal', 'Black']",,26 L,"15""",0,0,100.0,"['All', 'Backpack', 'GAMES', 'Gamescape Series', 'Paratrooper']","
Product description
The details""
100X200D Nylonplus® Recycled Ocean Waste Nylon
840D Ripstop Nylon
Recycled Polyester Lining W/ Doughnut Pattern
Water Repellent
Safe And Easy Access (Sea)
Roll-Top Closure With Buckle For Easy Opening And Expanding Capacity (26L-30L)
Water Bottle Compartment
Up To 15-Inch Laptop Compartment
Internal Multi-Function Slots
Key Holder 
Padded Adjustable Shoulder Straps
Detachable Adjustable Chest Strap
Reflective Trimming
Acrylic Doughnut Charm Included
White Version : Sheer Fabric Over The Understated Graphic
Compatible With D373 ""Teleport"" As Front Pocket

Specifications
30cm W x 17cm D x 52-67cm H
26L
0.98kg

Shipping + returnsThe rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.
"
225,Doughtnut Products,Plus One Gamescape Series Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D349GS-0001-F_front_highres.png?v=1692857595,5,"['White', 'Black', 'Purple Pansy', 'Blood Orange', 'Dark Teal']",,24 L,"8""",0,0,70.0,"['All', 'Backpack', 'Gamescape Series', 'Plus One']","
Product descriptionThe world of video games is no longer an escape from reality but a place we pursue our dream. Doughnut Gamescape series bring 8-bit style to our signature product Plus One. 
The details""
100X200D Nylonplus® Recycled Ocean Waste Nylon
840D Ripstop Nylon
Recycled Polyester Lining W/ Doughnut Pattern
Water Repellent
Water Bottle Compartment
Up To 15-Inch Laptop Compartment
Padded Adjustable Shoulder Strap
Vegan
Acrylic Doughnut Charm Included
White Version : Reflective Trimming
White Version : Sheer Fabric Over The Understated Graphic

Specifications
31.5cm W x 16.5cm D x 45cm H
24L
0.5kg

Shipping + returnsThe rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.
"
226,Doughtnut Products,Pyramid Gamescape Series Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D344GS-000161-F_front_highres.png?v=1692857748,5,"['Dark Teal', 'White', 'Purple Pansy', 'Blood Orange', 'Black']",,13 L,"8""",0,0,95.0,"['All', 'Backpack', 'Gamescape Series', 'green', 'Pyramid']","
Product descriptionThe world of video games is no longer an escape from reality but a place we pursue our dream. Doughnut Gamescape series bring 8-bit style to our signature product Pyramid. 
The details""
100X200D Nylonplus® Recycled Ocean Waste Nylon
840D Ripstop Nylon
Recycled Polyester Lining W/ Doughnut Pattern
Water Repellent
Drawstring Closure
Convertible
Unzip Shell Panel As Hanging Toiletry
Internal Multi-Function Slots
Detachable Adjustable Shoulder Straps
Multi-Way : Backpack / Crossbody Bag / Hanging Toiletry
Vegan
Acrylic Doughnut Charm Included
White Version : Sheer Fabric Over The Understated Graphic
White Version : Reflective Trimming
Black Version : Eyelets In Hologram

Specifications
24cm W x 19cm D x 34cm H
13L
0.665kg

Shipping + returnsThe rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.
"
227,Doughtnut Products,Pyramid Tiny Gamescape Series Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D344TGS-000161-F_front_highres.png?v=1692857865,5,"['White', 'Purple Pansy', 'Blood Orange', 'Dark Teal', 'Black']",,2 L,"8""",0,0,70.0,"['All', 'Backpack', 'Gamescape Series', 'Pyramid Tiny']","
Product descriptionThe world of video games is no longer an escape from reality but a place we pursue our dream. Doughnut Gamescape series bring 8-bit style to our signature product Pyramid Tiny. 
The details""
100X200D Nylonplus® Recycled Ocean Waste Nylon
840D Ripstop Nylon
White Version : Trimmed 70D Sheer Ripstop Nylon
Recycled Polyester Lining W/ Doughnut Pattern
Water Repellent
Drawstring Closure
Internal Padded Cell Phone Compartment
3 Zippered Compartments
Detachable Adjustable Shoulder Straps
2-Way : Backpack / Crossbody Bag
Vegan
Acrylic Doughnut Charm Included
White Version : Reflective Trimming
Black Version : Eyelets In Hologram

Specifications
18.5cm W x 12.5cm D x 25cm H
2L
0.36kg

Shipping + returnsThe rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.
"
228,Doughtnut Products,Macaroon Mini Gamescape Series Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D124GS-0003-F_front_highres.png?v=1692856639,5,"['Dark Teal', 'White', 'Blood Orange', 'Black', 'Purple Pansy x Dark Teal']",,7 L,"8""",0,0,75.0,"['All', 'Backpack', 'Gamescape Series', 'green', 'Macaroon Mini']","
Product descriptionThe world of video games is no longer an escape from reality but a place we pursue our dream. Doughnut Gamescape series bring 8-bit style to our signature product Macaroon Mini. 
The details""
100X200D Nylonplus® Recycled Ocean Waste Nylon
840D Ripstop Nylon
Recycled Polyester Lining W/ Doughnut Pattern
Water Repellent
Water Bottle Compartment
Paded Tablet Compartment
Adjustable Shoulder Straps
Vegan
Acrylic Doughnut Charm Included
White Version : Sheer Fabric Over The Understated Graphic
Black Version : Hardwares In Matte Hologram

Specifications
21.5cm W x 9cm D x 30cm H
7L
0.5kg

Shipping + returnsThe rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.
"
229,Doughtnut Products,Colorado Small Gamescape Series Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D183GS-0003-F_front_highres.png?v=1692852337,5,"['White', 'Purple Pansy', 'Blood Orange', 'Dark Teal', 'Black']",,15 L,"8""",0,0,105.0,"['All', 'Backpack', 'Backtoschool', 'Colorado Small', 'Gamescape Series']","
Product descriptionThe world of video games is no longer an escape from reality but a place we pursue our dream. Doughnut Gamescape series bring 8-bit style to our signature product Colordao Small. 
The details""
100X200D Nylonplus® Recycled Ocean Waste Nylon
840D Ripstop Nylon
Recycled Polyester Lining W/ Doughnut Pattern
Water Repellent
Safe And Easy Access (Sea)
Drawstring Closure
Water Bottle Compartment
Up To 15-Inch Laptop Compartment
Padded Adjustable Shoulder Straps
Vegan
Vegan
Reflective Trimming
Acrylic Doughnut Charm Included
Black Version : Hardwares In Matte Hologram

Specifications
26cm W x 13.5cm D x 40cm H
15L
0.74kg

Shipping + returnsThe rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.
"
230,Doughtnut Products,Macaroon Large Gamescape Series Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D011GS-0003-F_front_highres.png?v=1692856268,5,"['Black', 'Dark Teal', 'White', 'Purple Pansy', 'Blood Orange']",,20 L,"8""",0,0,95.0,"['All', 'Backpack', 'Gamescape Series', 'green', 'Macaroon Large']","
Product description

The world of video games is no longer an escape from reality but a place we pursue our dream. Doughnut Gamescape series bring 8-bit style to our signature product Macaroon Large. 

The details""



100X200D Nylonplus® Recycled Ocean Waste Nylon
840D Ripstop Nylon
Recycled Polyester Lining W/ Doughnut Pattern
Water Repellent
Water Bottle Compartment
Back Zippered Compartment
Up To 15-Inch Laptop Compartment
Padded Adjustable Shoulder Straps
Vegan
Reflective Trimming
Acrylic Doughnut Charm Included
White Version : Printed Graphic At Side Pocket
Black Version : Hardwares In Matte Hologram 
Fit within airlines general guide of allowed cabin baggage and personal item size limit. 



Specifications



32cm W x 13cm D x 45cm H
20L
0.865kg



Shipping + returns


The rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.


"
231,Doughtnut Products,Christopher Gamescape Series Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D195GS-000161-F_front_highres_238b219d-79c8-43c5-a5d4-f26adfb0331f.png?v=1692852027,5,"['White', 'Purple Pansy', 'Blood Orange', 'Dark Teal', 'Black']",,18 L,"8""",0,0,100.0,"['All', 'Backpack', 'Christopher', 'Gamescape Series']","
Product descriptionThe world of video games is no longer an escape from reality but a place we pursue our dream. Doughnut Gamescape series bring 8-bit style to our signature product Christopher. 
The details""
100X200D Nylonplus® Recycled Ocean Waste Nylon
840D Ripstop Nylon
Recycled Polyester Lining W/ Doughnut Pattern
Water Repellent
Safe And Easy Access (Sea)
Roll-Top Closure With Buckle For Easy Opening And Expanding Capacity
Water Bottle Compartment
Up To 15-Inch Laptop Compartment
Padded Adjustable Shoulder Straps
Vegan
Vegan
Acrylic Doughnut Charm Included
Reflective Trimming
Black Version : Hardwares In Matte Hologram

Specifications
32cm W x 15cm D x 45cm H
18L
0.685kg

Shipping + returnsThe rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.
"
232,Doughtnut Products,Macaroon Gamescape Series Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D010GS-0003-F_front_highres_b7a8b7d7-a2b2-4640-b783-7b3bc9091938.png?v=1692859889,5,"['Black', 'Dark Teal', 'White', 'Blood Orange', 'Purple Pansy x Dark Teal']",,16 L,"8""",0,0,85.0,"['All', 'Backpack', 'Gamescape Series', 'green', 'Macaroon']","
Product descriptionThe world of video games is no longer an escape from reality but a place we pursue our dream. Doughnut Gamescape series bring 8-bit style to our signature product Macaroon. 
The details""
100X200D Nylonplus® Recycled Ocean Waste Nylon
840D Ripstop Nylon
Recycled Polyester Lining W/ Doughnut Pattern
Water Repellent
Water Bottle Compartment
Up To 14-Inch Laptop Compartment
Padded Adjustable Shoulder Straps
Vegan
Acrylic Doughnut Charm Included
White Version : Sheer Fabric Over The Understated Graphic
Black Version : Hardwares In Matte Hologram

Specifications
27cm W x 13cm D x 38cm H
16L
0.625kg

Shipping + returnsThe rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.
"
233,Doughtnut Products,Macaroon Milkshake Series Backpack,https://cdn.shopify.com/s/files/1/0505/5827/1669/files/D010MK-000135-F_front_highres.png?v=1692856523,3,"['Milky Grape', 'Milky Peach', 'Milky Blueberry']",,16 L,"14""",0,0,80.0,"['All', 'Backpack', 'Macaroon', 'Milkshake Series']","
Product descriptionMilkshake Series – The Sweet Treats for YouThe best-selling classic with an updated light purple color and the use of Ripstop Nylon - the sweet treats for you this summer. Come and grab your Milkshake at Doughnut!The classic Macaroon has a roomy and highly functional interior with multiple compartments, organizing your daily essentials in style.  

The details""
200D Ripstop Nylon
420D Crinkle Nylon Twill
Water Repellent
Water Bottle Compartment
Up To 14-Inch Laptop Compartment
Padded Adjustable Shoulder Straps
Real Leather Trimming

Specifications
27cm W x 13cm D x 38cm H
16L
0.58kg

Shipping + returnsThe rates are determined by weight and destination at the point of purchase. We only accept exchanges and returns within 14 days of the delivery date for products that are damaged, defective, or incorrect.
"
